Alias	AvgSpotLen	BioSample	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	Experiment	INSDC_last_update	Instrument	Library_Name	LoadDate	MBases	MBytes	Run	SRA_Sample	SRA_accession	Sample_Name	Title	environment_biome	geographic_location_country_and_or_sea	Assay_Type	BioProject	Broker_name	Center_Name	Consent	Description	ENA_checklist	INSDC_center_name	INSDC_first_public	INSDC_status	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	SRA_Study	collection_date	environment_feature	environment_material	geographic_location_latitude	geographic_location_longitude	host_associated_environmental_package	investigation_type	project_name	sequencing_method
330418001	302	SAMEA104467231	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293886	2018-01-11T15:12:10Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	13229	5437	ERR2241728	ERS2085173	ERS2085173	SAMEA104467231 ERS2085173	NL-PooledPig-F1-S105	poultry	France	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
800118001	302	SAMEA104467410	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294065	2018-01-11T15:12:13Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	11891	5429	ERR2241907	ERS2085352	ERS2085352	SAMEA104467410 ERS2085352	NL-PooledPig-F1-S284	poultry	Germany	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
400318001	302	SAMEA104467250	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293905	2018-01-11T15:12:10Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	13411	5424	ERR2241747	ERS2085192	ERS2085192	SAMEA104467250 ERS2085192	NL-PooledPig-F1-S124	poultry	Spain	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
800318001	302	SAMEA104467412	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294067	2018-01-11T15:12:13Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	11787	5415	ERR2241909	ERS2085354	ERS2085354	SAMEA104467412 ERS2085354	NL-PooledPig-F1-S286	poultry	Germany	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
710518001	302	SAMEA104467394	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294049	2018-01-11T15:12:13Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	13531	5411	ERR2241891	ERS2085336	ERS2085336	SAMEA104467394 ERS2085336	NL-PooledPig-F1-S268	poultry	Poland	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
200817001	302	SAMEA104467176	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293831	2018-01-11T15:12:09Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	13640	5409	ERR2241673	ERS2085118	ERS2085118	SAMEA104467176 ERS2085118	NL-PooledPig-F1-S50	pig	Germany	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
330318001	302	SAMEA104467230	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293885	2018-01-11T15:12:10Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	13664	5396	ERR2241727	ERS2085172	ERS2085172	SAMEA104467230 ERS2085172	NL-PooledPig-F1-S104	poultry	France	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
701417001	302	SAMEA104467383	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294038	2018-01-11T15:12:13Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	10884	5392	ERR2241880	ERS2085325	ERS2085325	SAMEA104467383 ERS2085325	NL-PooledPig-F1-S257	pig	Poland	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
803817001	302	SAMEA104467447	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294102	2018-01-11T15:12:14Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	13565	5382	ERR2241944	ERS2085389	ERS2085389	SAMEA104467447 ERS2085389	NL-PooledPig-F1-S321	pig	Germany	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
903218001	302	SAMEA104467481	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294136	2018-01-11T15:12:15Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	13732	5381	ERR2241978	ERS2085423	ERS2085423	SAMEA104467481 ERS2085423	NL-PooledPig-F1-S355	poultry	Bulgaria	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
101418001	302	SAMEA104467138	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293793	2018-01-11T15:12:08Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	11723	5356	ERR2241635	ERS2085080	ERS2085080	SAMEA104467138 ERS2085080	NL-PooledPig-F1-S12	poultry	Netherlands	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
711118001	302	SAMEA104467400	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294055	2018-01-11T15:12:13Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	13320	5352	ERR2241897	ERS2085342	ERS2085342	SAMEA104467400 ERS2085342	NL-PooledPig-F1-S274	poultry	Poland	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
500417001	302	SAMEA104467292	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2297480	2018-01-11T15:12:11Z	Illumina HiSeq 3000	500417001_2	26/07/2018	10796	5338	ERR2245457	ERS2085234	ERS2085234	SAMEA104467292 ERS2085234	NL-PooledPig-F1-S166	pig	Belgium	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
500318001	302	SAMEA104467291	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293946	2018-01-11T15:12:11Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	11689	5337	ERR2241788	ERS2085233	ERS2085233	SAMEA104467291 ERS2085233	NL-PooledPig-F1-S165	poultry	Belgium	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
700117001	302	SAMEA104467370	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2297502	2018-01-11T15:12:13Z	Illumina HiSeq 3000	700117001_2	26/07/2018	10719	5328	ERR2245479	ERS2085312	ERS2085312	SAMEA104467370 ERS2085312	NL-PooledPig-F1-S244	pig	Poland	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
401918001	302	SAMEA104467265	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293920	2018-01-11T15:12:11Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	13331	5322	ERR2241762	ERS2085207	ERS2085207	SAMEA104467265 ERS2085207	NL-PooledPig-F1-S139	poultry	Spain	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
501418001	302	SAMEA104467302	sra	ncbi		ERX2293957	2018-01-11T15:12:11Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	13450	5321	ERR2241799	ERS2085244	ERS2085244	SAMEA104467302 ERS2085244	NL-PooledPig-F1-S176	poultry	Belgium	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
700117001	302	SAMEA104467370	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294025	2018-01-11T15:12:13Z	Illumina HiSeq 3000	700117001	26/07/2018	10737	5321	ERR2241867	ERS2085312	ERS2085312	SAMEA104467370 ERS2085312	NL-PooledPig-F1-S244	pig	Poland	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
800817001	200	SAMEA104467417	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294072	2018-01-11T15:12:14Z	Illumina HiSeq 2500	Nextera TX	26/07/2018	7643	5319	ERR2241914	ERS2085359	ERS2085359	SAMEA104467417 ERS2085359	NL-PooledPig-F1-S291	pig	Germany	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
322017001	302	SAMEA104467227	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293882	2018-01-11T15:12:10Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	13198	5318	ERR2241724	ERS2085169	ERS2085169	SAMEA104467227 ERS2085169	NL-PooledPig-F1-S101	pig	France	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
802518001	302	SAMEA104467434	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294089	2018-01-11T15:12:14Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	13552	5296	ERR2241931	ERS2085376	ERS2085376	SAMEA104467434 ERS2085376	NL-PooledPig-F1-S308	poultry	Germany	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
100317001	302	SAMEA104467130	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2297354	2018-01-11T15:12:08Z	Illumina HiSeq 2500	100317001	12/08/2018	10563	5267	ERR2245331	ERS2085072	ERS2085072	SAMEA104467130 ERS2085072	NL-PooledPoultry-F3-S4	pig	Netherlands	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
331518001	302	SAMEA104467242	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293897	2018-01-11T15:12:10Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	13230	5261	ERR2241739	ERS2085184	ERS2085184	SAMEA104467242 ERS2085184	NL-PooledPig-F1-S116	poultry	France	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
207418001	302	SAMEA104467201	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293856	2018-01-11T15:12:09Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	12998	5254	ERR2241698	ERS2085143	ERS2085143	SAMEA104467201 ERS2085143	NL-PooledPig-F1-S75	poultry	Germany	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
320117001	302	SAMEA104467208	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293863	2018-01-11T15:12:09Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	13287	5254	ERR2241705	ERS2085150	ERS2085150	SAMEA104467208 ERS2085150	NL-PooledPig-F1-S82	pig	France	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
800217001	200	SAMEA104467411	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294066	2018-01-11T15:12:13Z	Illumina HiSeq 2500	Nextera TX	26/07/2018	7590	5242	ERR2241908	ERS2085353	ERS2085353	SAMEA104467411 ERS2085353	NL-PooledPig-F1-S285	pig	Germany	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
201117001	302	SAMEA104467179	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293834	2018-01-11T15:12:09Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	13236	5241	ERR2241676	ERS2085121	ERS2085121	SAMEA104467179 ERS2085121	NL-PooledPig-F1-S53	pig	Germany	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
102818001	302	SAMEA104467152	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293807	2018-01-11T15:12:08Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	13420	5240	ERR2241649	ERS2085094	ERS2085094	SAMEA104467152 ERS2085094	NL-PooledPig-F1-S26	poultry	Netherlands	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
802417001	302	SAMEA104467433	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294088	2018-01-11T15:12:14Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	11046	5227	ERR2241930	ERS2085375	ERS2085375	SAMEA104467433 ERS2085375	NL-PooledPig-F1-S307	pig	Germany	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
100317001	302	SAMEA104467130	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293785	2018-01-11T15:12:08Z	Illumina HiSeq 2500	Nextera TX	25/07/2018	10563	5225	ERR2241627	ERS2085072	ERS2085072	SAMEA104467130 ERS2085072	NL-PooledPoultry-F3-S4	pig	Netherlands	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
501117001	302	SAMEA104467299	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293954	2018-01-11T15:12:11Z	Illumina HiSeq 2500	Nextera TX	26/07/2018	10395	5213	ERR2241796	ERS2085241	ERS2085241	SAMEA104467299 ERS2085241	NL-PooledPig-F1-S173	pig	Belgium	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
207718001	302	SAMEA104467204	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293859	2018-01-11T15:12:09Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	13085	5211	ERR2241701	ERS2085146	ERS2085146	SAMEA104467204 ERS2085146	NL-PooledPig-F1-S78	poultry	Germany	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
601417001	302	SAMEA104467342	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293997	2018-01-11T15:12:12Z	Illumina HiSeq 3000	601417001	26/07/2018	10549	5200	ERR2241839	ERS2085284	ERS2085284	SAMEA104467342 ERS2085284	NL-PooledPig-F1-S216	pig	Italy	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
803318001	302	SAMEA104467442	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294097	2018-01-11T15:12:14Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	12916	5187	ERR2241939	ERS2085384	ERS2085384	SAMEA104467442 ERS2085384	NL-PooledPig-F1-S316	poultry	Germany	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
601917001	302	SAMEA104467347	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294002	2018-01-11T15:12:12Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	10449	5177	ERR2241844	ERS2085289	ERS2085289	SAMEA104467347 ERS2085289	NL-PooledPig-F1-S221	pig	Italy	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
602117001	302	SAMEA104467349	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294004	2018-01-11T15:12:12Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	10566	5153	ERR2241846	ERS2085291	ERS2085291	SAMEA104467349 ERS2085291	NL-PooledPig-F1-S223	pig	Italy	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
603518001	302	SAMEA104467363	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294018	2018-01-11T15:12:12Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	11115	5139	ERR2241860	ERS2085305	ERS2085305	SAMEA104467363 ERS2085305	NL-PooledPig-F1-S237	poultry	Italy	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
